id	text
ParlaMint-UA_2016-05-17-m1.u34.p2.sent3	Ці кадри, які ми дивилися в місті Семенівці, в якій влада просто два роки 10 метрів цього моста не може відновити, тому що перекидка йде – чи місцева влада це повинна робити, чи в Києві.
ParlaMint-UA_2016-05-17-m1.u34.p2.sent4	Тобто це просто ганьба і це – діагноз!
ParlaMint-UA_2016-05-17-m1.u34.p2.sent5	Ми повинні боротися за наш проукраїнський Донбас.
ParlaMint-UA_2016-05-17-m1.u34.p3.sent1	Наші хлопці боронять територію, а ми повинні боротися за серця і розуми людей.
ParlaMint-UA_2016-05-17-m1.u34.p3.sent2	Прикладом цього був законопроект, наприклад, який проголосувала Верховна Рада місяць тому, дозволяючи абітурієнтам з Донеччини та Луганщини, з окупованої тимчасово частини, щоб вони мали право навчатися у вищих навчальних закладах, в переміщених, Донецької та Луганської області.
ParlaMint-UA_2016-05-17-m1.u34.p3.sent3	Зал підтримав цей законопроект, всі фракції.
ParlaMint-UA_2016-05-17-m1.u34.p3.sent4	Я закликаю підтримати також всі фракції цей законопроект.
ParlaMint-UA_2016-05-17-m1.u34.p4.sent1	У мене є пропозиція з голосу, щоб додатковий контроль від парламенту бюджетного комітету, для того щоб ми ще запобігли корупцію на місцевому рівні, де буде це через " ProZorro", і щоб комітет ще дивився на ті проекти бюджету і пропозиції, які надходять, щоб ми просто не заговорили цей процес і щоб ця ідея не була дискредитована.
ParlaMint-UA_2016-05-17-m1.u34.p4.sent2	І я пропоную і публічно закликаю владу Донеччини і Луганщини до того, щоб вони відновлювали гуртожитки для переміщених вищих навчальних закладів та закладів Маріуполя, Краматорська, Сєверодонецька, які там були.
ParlaMint-UA_2016-05-17-m1.u34.p4.sent3	Нам треба забирати студентів, нам треба забирати нашу молодь з окупованої території, селити їх там, селити наших патріотів-викладачів, які вивозили ці вищі навчальні заклади, і ми повинні дбати про переселенців.
ParlaMint-UA_2016-05-17-m1.u34.p4.sent4	Тому я хочу, щоб ми подбали цими коштами про людей.
ParlaMint-UA_2016-05-17-m1.u34.p4.sent5	Запрошую всіх підтримати та дякую Міністерству освіти та науки за підтримку наших законопроектів, в тому числі і за підтримку законопроектів, які розроблюються зараз, про переміщені вищі навчальні заклади.
ParlaMint-UA_2016-05-17-m1.u34.p4.sent6	Дякую.
ParlaMint-UA_2016-05-17-m1.u35.p1.sent1	Дякую вам.
ParlaMint-UA_2016-05-17-m1.u35.p2.sent1	І запрошую до слова Папієва Михайла, від "Опозиційного блоку".
ParlaMint-UA_2016-05-17-m1.u36.p1.sent1	Прошу передати слово депутату Долженкову.
ParlaMint-UA_2016-05-17-m1.u37.p1.sent1	Уважаемый председательствующий, уважаемые коллеги, уважаемые граждане Украины, проживающие на всей территории Украины!
ParlaMint-UA_2016-05-17-m1.u37.p1.sent2	В чем суть этого законопроекта?
ParlaMint-UA_2016-05-17-m1.u37.p1.sent3	Прежде чем характеризовать его суть, нам необходимо понять, отказываемся ли мы от той части Донбасса, которая является неконтролируемой, либо не оказываемся.
ParlaMint-UA_2016-05-17-m1.u37.p2.sent1	В чем суть этого законопроекта?
ParlaMint-UA_2016-05-17-m1.u37.p2.sent2	Сейчас речь идет о деньгах, которые находятся в местном бюджете.
ParlaMint-UA_2016-05-17-m1.u37.p2.sent3	Эти деньги поступили от законопослушных налогоплательщиков: предприятий, граждан Украины, - в виде налога на доходы физических лиц, которые поступили в местные бюджеты.
ParlaMint-UA_2016-05-17-m1.u37.p2.sent4	Тут не говорится о перебрасывании бюджетных средств с государственного бюджета.
ParlaMint-UA_2016-05-17-m1.u37.p2.sent5	Эти деньги местного бюджета были саккумулированы Госказачеством.
ParlaMint-UA_2016-05-17-m1.u37.p2.sent6	Естественно, они по кодам бюджетной классификации не могут быть распределены, поскольку органов местного самоуправления сейчас легитимных нет, поскольку это временно оккупированная территория.
ParlaMint-UA_2016-05-17-m1.u37.p2.sent7	И, исходя из этой концепции: отказываемся ли мы от этих территорий, либо нет, - нам необходимо идти дальше.
ParlaMint-UA_2016-05-17-m1.u37.p3.sent1	Вот представитель "Блока Петра Порошенко" сказал: "Нам нужно показать одной части Донбасса, как мы о ней заботимся, чтобы другая часть Донбасса увидела, как мы расстраиваем".
ParlaMint-UA_2016-05-17-m1.u37.p3.sent2	А я не понимаю, в чем будет поддержка Донбасса, когда от одной части Донбасса забираются деньги, которые не принадлежат другой части Донбасса.
ParlaMint-UA_2016-05-17-m1.u37.p3.sent3	Все территориальные громады равны, это все равно, что забрать у горсовета Львова сейчас деньги и направить, например, в Донбасс для восстановления инфраструктуры.
ParlaMint-UA_2016-05-17-m1.u37.p3.sent4	Я пример просто приводу.
ParlaMint-UA_2016-05-17-m1.u37.p3.sent5	Либо от горсовета любого другого города.
ParlaMint-UA_2016-05-17-m1.u37.p4.sent1	Фракция "Оппозиционный блок" настаивает на том, что нам нужно реинтегрировать эти территории, поскольку там живут люди, считающие себя гражданами Украины.
ParlaMint-UA_2016-05-17-m1.u37.p4.sent2	Предприятия, которые на свой страх и риск перечисляли эти денежные средства на счета Госказначейства.
ParlaMint-UA_2016-05-17-m1.u37.p5.sent1	Они выполняли свой долг как налогоплательщика в соответствии с Налоговым кодексом Украины.
ParlaMint-UA_2016-05-17-m1.u37.p5.sent2	И сейчас мы эти деньги собираемся использовать на ту часть района, которая является подконтрольными украинской власти.
ParlaMint-UA_2016-05-17-m1.u37.p5.sent3	Так как это можно назвать, если не грабеж?
ParlaMint-UA_2016-05-17-m1.u37.p5.sent4	Грабеж, потому что это происходит не в тайную, не в тихую, а публично, заслоняя эти действия красивыми лозунгами, что мы будем показывать отдельные части Донбасса как о них мы заботимся.
ParlaMint-UA_2016-05-17-m1.u37.p5.sent5	Мы должны заботиться как о той части Донбасса, которая является контролируемой, так и дать посыл четкий и ясный в виде трех миллиардов гривен (3 миллиарда гривен), которые зарегистрированы на счетах Госказначейства и которые мы должны сразу направить на восстановление разрешенной инфраструктуры той части Донецкой и Луганской областей, которые неконтролируемые.
ParlaMint-UA_2016-05-17-m1.u37.p5.sent6	Более того, мы должны привлекать иностранных инвесторов для восстановления Донбасса, а не брать.
ParlaMint-UA_2016-05-17-m1.u38.p1.sent1	Будь ласка, 30 секунд.
ParlaMint-UA_2016-05-17-m1.u38.p1.sent2	Завершуйте.
ParlaMint-UA_2016-05-17-m1.u38.p1.sent3	Але в тих 30 секунд скажіть, що ви підтримуєте даний законопроект, якщо можна.
ParlaMint-UA_2016-05-17-m1.u39.p1.sent1	В той редакции, которая предложена, мы не можем поддерживать, поскольку эти деньги являются итак деньгами местных бюджетов.
ParlaMint-UA_2016-05-17-m1.u39.p1.sent2	Ими не можем распоряжаться Министерство финансов в соответствии с действующим законодательством, поскольку эти деньги находятся в соответствующих кодах бюджетной классификации.
ParlaMint-UA_2016-05-17-m1.u39.p1.sent3	Коды соответствуют, что это местные бюджеты.
ParlaMint-UA_2016-05-17-m1.u39.p1.sent4	Не могут эти деньги направляться либо в общий фонд областных бюджетов, либо в государственные бюджеты.
ParlaMint-UA_2016-05-17-m1.u39.p1.sent5	Эти деньги, которые необходимо сохранить на восстановление Донбасса при его реинтеграции.
ParlaMint-UA_2016-05-17-m1.u39.p1.sent6	Вот наша позиция.
ParlaMint-UA_2016-05-17-m1.u40.p1.sent1	Дякую.
ParlaMint-UA_2016-05-17-m1.u40.p2.sent1	Шановні колеги, щоб у вас не було емоційного збурення в залі, я хочу вам повідомити, що ми розглядаємо законопроект за повною процедурою.
ParlaMint-UA_2016-05-17-m1.u40.p2.sent2	Зараз виступлять всі від фракцій, зараз виступлять від "Самопомочі" представник, який записався.
ParlaMint-UA_2016-05-17-m1.u40.p2.sent3	Потім дам слово Гєллєру.
ParlaMint-UA_2016-05-17-m1.u40.p2.sent4	А потім у нас будуть виступи від депутатів.
ParlaMint-UA_2016-05-17-m1.u40.p2.sent5	І під час того, я впевнений, що Мустафа попаде в перелік, або хтось з колег передасть йому слово.
ParlaMint-UA_2016-05-17-m1.u40.p2.sent6	Тобто кожен, хто має бажання висловитися, буде мати змогу висловитися.
ParlaMint-UA_2016-05-17-m1.u40.p2.sent7	Зараз від фракцій я передаю слово зараз від фракції "Самопоміч" Вікторії Войціцькій.
ParlaMint-UA_2016-05-17-m1.u40.p2.sent8	Потім – Гєллєр.
ParlaMint-UA_2016-05-17-m1.u40.p2.sent9	Будь ласка.
ParlaMint-UA_2016-05-17-m1.u41.p1.sent1	Прошу передати слово Ярославу Маркевичу.
ParlaMint-UA_2016-05-17-m1.u42.p1.sent1	Спасибо
ParlaMint-UA_2016-05-17-m1.u42.p2.sent1	Фракция "Самопомоч" будет поддерживать этот законопроект, мы будем голосовать "за" в первом чтении.
ParlaMint-UA_2016-05-17-m1.u42.p3.sent1	Однако хотелось отметить несколько моментов.
ParlaMint-UA_2016-05-17-m1.u42.p3.sent2	Первое, мы требуем жесткого контроля за использованием средств, безусловно, все закупки должны производиться через систему "ProZorro" и с установленным лимитом по 20 тысяч гривен по договору, не по классификатору, а по договору, это достаточно удобно и все участники в состоянии выполнить это требование.
ParlaMint-UA_2016-05-17-m1.u42.p4.sent1	Второе, перечень объектов должен проходить дополнительное согласование, бюджетный комитет вполне подходит для этой задачи, поэтому перечень объектов должен быть согласован с парламентом.
ParlaMint-UA_2016-05-17-m1.u42.p5.sent1	Третье, предлагается между первым и вторым чтением обсудить возможность установления территорий, на которых данные ремонтные работы не могут производиться технически, эта тема обсуждалась с подачи коллеги Левченко на бюджетном комитете.
ParlaMint-UA_2016-05-17-m1.u42.p5.sent2	Мы предлагаем еще раз к ней вернуться и установить территорию ориентировочно от 10 километров от линии фронта, на которой данные работы не должны производиться.
ParlaMint-UA_2016-05-17-m1.u42.p6.sent1	И четвертое, хотелось бы, пользуясь случаем, попросить профильное министерство наконец-то рассказать, раз оно у нас появилось, как у нас используются донорские средства направленные на восстановления Донбасса.
ParlaMint-UA_2016-05-17-m1.u42.p6.sent2	Мы выделяем эти деньги, какие еще деньги выделены и как они используются?
ParlaMint-UA_2016-05-17-m1.u42.p6.sent3	Чтобы у нас не получилось совершенно случайно двойное использование средств на один и тот же объект.
ParlaMint-UA_2016-05-17-m1.u42.p6.sent4	Спасибо.
ParlaMint-UA_2016-05-17-m1.u42.p7.sent1	Если есть возможность, передайте, пожалуйста, оставшиеся полторы минуты коллеге Веселовой.
ParlaMint-UA_2016-05-17-m1.u42.p7.sent2	Благодарю.
ParlaMint-UA_2016-05-17-m1.u43.p1.sent1	Вибачте.
ParlaMint-UA_2016-05-17-m1.u43.p2.sent1	Шановні колеги, не можна передавати.
ParlaMint-UA_2016-05-17-m1.u43.p2.sent2	Зараз буде у нас виступ від депутатів і я впевнений, що від "Самопомочі" хтось попаде.
ParlaMint-UA_2016-05-17-m1.u43.p2.sent3	Я буду тримати кулаки за вас.
ParlaMint-UA_2016-05-17-m1.u43.p3.sent1	Будь ласка, Гєллєр.
ParlaMint-UA_2016-05-17-m1.u43.p3.sent2	Включіть мікрофон Гєллєру.
ParlaMint-UA_2016-05-17-m1.u44.p1.sent1	Добрый день, уважаемые коллеги.
ParlaMint-UA_2016-05-17-m1.u44.p2.sent1	50 округ, Донецкая область, Геллер.
ParlaMint-UA_2016-05-17-m1.u44.p3.sent1	Я хочу уйти от политики в экономику.
ParlaMint-UA_2016-05-17-m1.u44.p3.sent2	Андрей Владимирович, Андрей Владимирович, я хочу, чтобы вы меня послушали для того, чтобы были голоса фракции "Відродження".
ParlaMint-UA_2016-05-17-m1.u44.p3.sent3	Я хочу сделать небольшую ремарочку и чтобы ребята, которые делали этот законопроект, внесли.
ParlaMint-UA_2016-05-17-m1.u44.p3.sent4	Если это будет выглядеть в виде беспроцентного кредита, который передают громады, которые не находятся сейчас под украинским управлением в Донецке областной бюджет.
ParlaMint-UA_2016-05-17-m1.u44.p3.sent5	С учетом того, что с момента, как они станут украинскими, государство гарантирует возврат этих средств громадам, то я уверен, что и наша фракция, и все фракции, в которых присутствуют депутаты с Донецкой и с Луганской области, поддержат этот законопроект.
ParlaMint-UA_2016-05-17-m1.u44.p3.sent6	Поэтому я прошу вас, чтобы в этом законопроекте была эта поправка, а мы уже с юридическим управлением ее доработаем.
ParlaMint-UA_2016-05-17-m1.u44.p3.sent7	Спасибо.
ParlaMint-UA_2016-05-17-m1.u45.p1.sent1	Дякую вам.
ParlaMint-UA_2016-05-17-m1.u45.p2.sent1	Зараз буде в нас розділ "Виступи від народних депутатів".
ParlaMint-UA_2016-05-17-m1.u45.p2.sent2	Протягом цього обговорення я вас прошу провести консультації з головою комітету.
ParlaMint-UA_2016-05-17-m1.u45.p2.sent3	Якщо голова комітету в заключному слові скаже, що ця поправка підтримується, я поставлю, власне, в тій редакції, яку дасть голова комітету.
ParlaMint-UA_2016-05-17-m1.u45.p2.sent4	Наскільки мені відомо, попередньо вже пройшли відповідні консультації.
ParlaMint-UA_2016-05-17-m1.u45.p2.sent5	Використати той час для переговорів між собою.
ParlaMint-UA_2016-05-17-m1.u45.p2.sent6	І якщо голова комітету зазначить, я в тій редакції і поставлю.
ParlaMint-UA_2016-05-17-m1.u45.p2.sent7	Будь ласка.
ParlaMint-UA_2016-05-17-m1.u45.p3.sent1	Шановні колеги, виступи від фракцій завершились.
ParlaMint-UA_2016-05-17-m1.u45.p3.sent2	Зараз виступи від народних депутатів.
ParlaMint-UA_2016-05-17-m1.u45.p3.sent3	Від "Волі народу", добре.
ParlaMint-UA_2016-05-17-m1.u45.p3.sent4	Будь ласка.
ParlaMint-UA_2016-05-17-m1.u45.p3.sent5	Рибчинський від "Волі народу".
ParlaMint-UA_2016-05-17-m1.u45.p3.sent6	Включіть мікрофон.
ParlaMint-UA_2016-05-17-m1.u46.p1.sent1	Дуже цікава ситуація відбувається взагалі, от після цього виступу особливо "Опозиційного блока".
ParlaMint-UA_2016-05-17-m1.u46.p1.sent2	Ми визнаємо Верховною Радою, що на тій території працює країна-агресор, і Росію визнали країною-агресором, яка фактична через своїх маріонеток-терористів керує тими територіями.
ParlaMint-UA_2016-05-17-m1.u46.p1.sent3	З іншого боку, з нашого бюджету, який дефіцитний, ми туди віддаємо гроші.
ParlaMint-UA_2016-05-17-m1.u46.p1.sent4	І зараз, коли питання стоїть, щоб віддавати гроші на ті території, які ми можемо контролювати і можемо розвивати, ще й якісь питання, бо якісь підприємства там ще щось платять.
ParlaMint-UA_2016-05-17-m1.u46.p2.sent1	По-перше, покажіть нам, що платять.
ParlaMint-UA_2016-05-17-m1.u46.p2.sent2	А, по-друге, ми будемо вирішувати тоді, в якому обсягу фінансувати тих, хто там є, і хто є нашими там прихильниками.
ParlaMint-UA_2016-05-17-m1.u46.p2.sent3	Дякую.
ParlaMint-UA_2016-05-17-m1.u47.p1.sent1	Дякую вам.
ParlaMint-UA_2016-05-17-m1.u47.p2.sent1	Отже, зараз ми переходимо до розділу "Виступи від народних депутатів".
ParlaMint-UA_2016-05-17-m1.u47.p2.sent2	І я прошу колег народних депутатів, які хотіли виступити, – "Самопоміч", Мустафа, "Блок Петра Порошенка", хто хоче виступити, – просто запитуйтесь.
ParlaMint-UA_2016-05-17-m1.u47.p2.sent3	Зараз запис виступів від народних депутатів України.
ParlaMint-UA_2016-05-17-m1.u47.p2.sent4	Прошу провести запис, будь ласка.
ParlaMint-UA_2016-05-17-m1.u47.p3.sent1	Семенуха Роман передає Веселовій слово.
ParlaMint-UA_2016-05-17-m1.u47.p3.sent2	Будь ласка.
ParlaMint-UA_2016-05-17-m1.u48.p1.sent1	Донецька та Луганська область дуже чекають прийняття цього законопроекту, тому що, дійсно, ці приймаючі громади дуже постраждали від того напливу людей, які є.
ParlaMint-UA_2016-05-17-m1.u48.p1.sent2	Донецьким та Луганським адміністраціям потрібно думати про те, як відновлювати інфраструктуру, як створювати нові робочі місця, як підтримувати переміщені вузи, державні органи влади, що евакуювалися.
ParlaMint-UA_2016-05-17-m1.u48.p1.sent3	Дуже багато питань зараз потребують вирішення саме від військово-цивільних адміністрацій обласних.
ParlaMint-UA_2016-05-17-m1.u48.p1.sent4	Але при цьому всьому у нас дуже довгий і тривалий час не вирішується питання компенсацій за зруйноване та пошкоджене житло, саме приватне та кооперативне, тому що на відновлення житла, що належить до комунальної власності, у нас виділялися субвенції, а приватне житло у нас і досі стоїть зруйноване.
ParlaMint-UA_2016-05-17-m1.u48.p1.sent5	Можна приїхати у місто Слов’янськ, приїхати на Семенівку і побачити ці будинки, які просто уже два роки стоять зруйновані, і люди не мають, де жити, люди живуть у нас або десь на квартирах або, якщо у них немає коштів на наймання житла, вони живуть у гаражах, у сараях і так далі.
ParlaMint-UA_2016-05-17-m1.u48.p1.sent6	На це теж потрібно зважати і потрібно на це виділяти кошти.
ParlaMint-UA_2016-05-17-m1.u48.p2.sent1	І колега Долженков казав, що це кошти місцевих бюджетів, але люди, що проживали раніше на непідконтрольних територіях, перемістилися на підконтрольні, і ці кошти в тому числі повинні іти на те, щоб забезпечувати їх потреби на підконтрольній території.
ParlaMint-UA_2016-05-17-m1.u48.p3.sent1	Тому фракція "Самопоміч" буде підтримувати цей законопроект.
ParlaMint-UA_2016-05-17-m1.u48.p3.sent2	Єдине, що нас непокоїть, це дійсно система контролю, тому ми будемо голосувати за основу і просимо всіх підтримати цей законопроект за основу.
ParlaMint-UA_2016-05-17-m1.u49.p1.sent1	Дякую.
ParlaMint-UA_2016-05-17-m1.u49.p2.sent1	Шановні колеги, ви не будете заперечувати, у вас є два виступи, що ви передаєте Мустафі?
ParlaMint-UA_2016-05-17-m1.u49.p2.sent2	Не будуть заперечувати.
ParlaMint-UA_2016-05-17-m1.u49.p2.sent3	І тому Веселова передає слово Мустафі Найєму для виступу.
ParlaMint-UA_2016-05-17-m1.u49.p3.sent1	Будь ласка, включіть мікрофон.
ParlaMint-UA_2016-05-17-m1.u50.p1.sent1	Уважаемые коллеги!
ParlaMint-UA_2016-05-17-m1.u50.p1.sent2	Я бы хотел обратиться и к нашим коллегам из "Оппозиционного блока" и тех, кто нас слушает по поводу спекуляций по этому закону.
ParlaMint-UA_2016-05-17-m1.u50.p2.sent1	Первое.
ParlaMint-UA_2016-05-17-m1.u50.p2.sent2	Я бы попросил всех прекратить всякие разговоры о том, что мы отказываемся от каких-то территорий, отрезаем какие-то территории и занимаемся изоляционизмом.
ParlaMint-UA_2016-05-17-m1.u50.p2.sent3	Это не так и это неправда.
ParlaMint-UA_2016-05-17-m1.u50.p3.sent1	Первое.
ParlaMint-UA_2016-05-17-m1.u50.p3.sent2	Деньги, которые предусматриваются в этом законопроекте, они уже есть в бюджете.
ParlaMint-UA_2016-05-17-m1.u50.p3.sent3	И вы знаете, и мы знаем (тем более, у вас много бизнесменов), эти деньги каждый день обесцениваются.
ParlaMint-UA_2016-05-17-m1.u50.p3.sent4	Эта территория не может тратить эти деньги, потому что они заблокированы.
ParlaMint-UA_2016-05-17-m1.u50.p3.sent5	И я понимаю политические риски, которые несет "Оппозиционный блок" на этой территории.
ParlaMint-UA_2016-05-17-m1.u50.p4.sent1	Поэтому есть договоренность о том, что мы предусмотрим в этом законе, в случае освобождения территорий возврат этих денег в местные бюджеты.
ParlaMint-UA_2016-05-17-m1.u50.p4.sent2	Это нормальная форма.
ParlaMint-UA_2016-05-17-m1.u50.p4.sent3	Более того, эти деньги сейчас уже могут быть использованы на школы, на детские сады, на инфраструктуру этих территорий, куда переехали как раз люди, жившие в Донецке и оккупированных городах.
ParlaMint-UA_2016-05-17-m1.u50.p4.sent4	Ведь это же, те же люди, они же те же налогоплательщики, они платили там.
ParlaMint-UA_2016-05-17-m1.u50.p5.sent1	Поэтому давайте прекратим эти разговоры.
ParlaMint-UA_2016-05-17-m1.u50.p5.sent2	Проголосуем этот закон.
ParlaMint-UA_2016-05-17-m1.u50.p5.sent3	И уже завтра эти деньги, пойдут на конкретные инфраструктурные проекты.
ParlaMint-UA_2016-05-17-m1.u50.p5.sent4	Я бы предложил "Оппозиционному блоку", который сейчас относится так к этому закону, давайте сейчас не будем думать о том, кто и где сидит, а проголосуем за ваших избирателей в первую очередь.
ParlaMint-UA_2016-05-17-m1.u50.p6.sent1	Более того, этим законопроектом предусматривается, что в случае, если будет освобожден (а он будет освобожден рано, или поздно)
ParlaMint-UA_2016-05-17-m1.u50.p6.sent2	Донецк и те города, которые сейчас оккупированы, будет разработан механизм (он предусмотрен этим законом) возврата денег, потому что в нем написано, что мы временно забираем эти деньги.
ParlaMint-UA_2016-05-17-m1.u50.p7.sent1	Насколько я понял, наш коллега господин Геллер уже предложил этот механизм, мы согласны на этот механизм, давайте его пропишем и вместе проголосуем, Это в том числе и для вас, и для нас.
ParlaMint-UA_2016-05-17-m1.u50.p7.sent2	Спасибо.
ParlaMint-UA_2016-05-17-m1.u51.p1.sent1	Будь ласка, Гаврилюк Михайло Віталійович.
ParlaMint-UA_2016-05-17-m1.u52.p1.sent1	Прошу надати слово Ігорю Лапіну.
ParlaMint-UA_2016-05-17-m1.u53.p1.sent1	Шановні колеги, я хочу вам з повною відповідальністю заявити, що даний законопроект має бути підтриманий в цьому залі.
ParlaMint-UA_2016-05-17-m1.u53.p1.sent2	А опонентам з "Опозиційного блоку" я скажу, сьогодні ми воюємо не стільки зброєю за територію, а скільки за мозги ті ватні, які нам промивали досить довгий період нашим людям на території, в тому числі і окупованій, показуючи, як Україна дбає за своїх громадян на тих територіях, які їй підконтрольні, ми, перш за все, наближаємо той час перемоги і допомагаємо провести ту саму реінтеграцію.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent1	Шановні колеги, гібридна війна під собою має такий момент, який називається гібридна перемога.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent2	В даному випадку проти нас ведеться гібридна війна і ми мусимо шукати нові шляхи реінтеграції, і боротьби за уми, які знаходяться, в тому числі, і на окупованих територіях.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent3	Але акумулювати якісь кошти, які ми, може, колись потратимо на ті території, коли ми виграємо війну цю до кінця, в тому числі і за території, ми не можемо сьогодні собі це допускати.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent4	Наголошую, гібридні методи перемоги в даному випадку повинні працювати за розум людей.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent5	Люди, які живуть в зруйнованих місцях, а повірте мені, я досить часто туди їжджу, вони сьогодні чекають перемоги, перш за все, від України.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent6	Тому що вони до сих пір вважають, що саме Україна розбомбила той же самий Слов’янськ.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent7	А я наголошую, якщо Україна покаже, що ми відновлюємо наші території і за допомогою цих коштів боремося за мозги цих людей, я вам ще раз кажу, вони повинні повірити в Україну.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent8	І ті, які сидять по ту сторону барикад, повинні побачити, що в нас мости відбудовуються, тому я всіх закликаю підтримати даний законопроект.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent9	А якщо настане та мить перемоги, коли над Луганськом я зможу повісити прапор України, то ми подбаємо і на той момент ми зможемо дбати, і відбудовувати території, які, на жаль, до сих пір ми не контролюємо.
ParlaMint-UA_2016-05-17-m1.u53.p2.sent10	Я всім дякую і всіх прошу повернутися до залу, тому що це важливий законопроект.
ParlaMint-UA_2016-05-17-m1.u54.p1.sent1	Дякую дуже вам.
ParlaMint-UA_2016-05-17-m1.u54.p2.sent1	Павло Кишкар, будь ласка, включіть мікрофон.
ParlaMint-UA_2016-05-17-m1.u55.p1.sent1	Прошу передати Івану Віннику.
ParlaMint-UA_2016-05-17-m1.u56.p1.sent1	Знаєте, шановні колеги, я особисто вірю, що сьогодні Верховна Рада знайде в собі сили, візьме на себе відповідальність проголосувати цей законопроект.
ParlaMint-UA_2016-05-17-m1.u56.p2.sent1	Всі ті з трибуни виступали, говорили, що це – українська земля, українські території, що треба їх ре інтегрувати, відновлювати, вживали інші епітети.
ParlaMint-UA_2016-05-17-m1.u56.p2.sent2	Але сьогодні буде цей тест, який покаже, чи ми дійсно готові робити те, що ми говоримо, чи ми тільки заговорюємо питання, як, на жаль, це завжди сьогодні в нашій державі робиться.
ParlaMint-UA_2016-05-17-m1.u56.p3.sent1	Прикро, що ми повернулися до цього питання тільки сьогодні.
ParlaMint-UA_2016-05-17-m1.u56.p3.sent2	адже вже понад два роки почалася агресія на Донбасі, не тільки в Криму.
ParlaMint-UA_2016-05-17-m1.u56.p3.sent3	Ви знаєте, я тут, власне, вітаю наших колег, які критикують владу, що вона нічого не робила.
ParlaMint-UA_2016-05-17-m1.u56.p3.sent4	Самокритичність, вона завжди личить будь-якому державному службовцю.
ParlaMint-UA_2016-05-17-m1.u56.p3.sent5	Ми і є влада, ми можемо всі ці питання вирішувати.
ParlaMint-UA_2016-05-17-m1.u56.p4.sent1	Знаєте, а далі по суті.
ParlaMint-UA_2016-05-17-m1.u56.p4.sent2	Коли ми говоримо про систему "ProZorro", я хотів би нагадати, що мої колеги, які представляють
ParlaMint-UA_2016-05-17-m1.u56.p4.sent3	Донбас сьогодні у Верховній Раді, вони перед тим, як внести цей законопроект, вже.
ParlaMint-UA_2016-05-17-m1.u56.p4.sent4	вони внесли законопроект, який став вже законом, який ми проголосували, який переносить терміни впровадження системи "ProZorro" з 1 серпня для органів виконавчої влади Донбасу, наприклад, переносять для Донецької та Луганської області впровадження його вже з 12 квітня, коли був прийнятий відповідний проект.
ParlaMint-UA_2016-05-17-m1.u56.p4.sent5	Тому будь-які закупівля будуть здійснюватися у прозорий спосіб, ніяких зловживань не буде.
ParlaMint-UA_2016-05-17-m1.u56.p5.sent1	Ви знаєте, сьогодні, на цьому тижні тривають дуже важкі перемовини з МВФ, ми просимо додатковий ресурс Україні.
ParlaMint-UA_2016-05-17-m1.u56.p5.sent2	Але ми чомусь зволікаємо з тим ресурсом, який є наявним в Україні.
ParlaMint-UA_2016-05-17-m1.u56.p5.sent3	Це 3,5 мільярди грошей з органів місцевого самоврядування, які не здійснюють свої повноваження у зв’язку з російською агресією, це 2 мільярди грошей Криму, які так само не здійснюють свої повноваження у зв’язку з окупацією, анексією Криму.
ParlaMint-UA_2016-05-17-m1.u56.p5.sent4	Це 5,5 мільярдів, які Україна може вже сьогодні використовувати.
ParlaMint-UA_2016-05-17-m1.u56.p5.sent5	Прикро, що протягом двох років значна частина цих грошей була вже.
ParlaMint-UA_2016-05-17-m1.u56.p5.sent6	з’їла інфляція, з’їли курсові різниці, які ми могли би, власне, зберегти.
ParlaMint-UA_2016-05-17-m1.u56.p6.sent1	Ви знаєте, а я коли слухав виступ наших колег з Опозиційного блоку, я пригадав 2012 рік, коли ділили Україну на лівобережну та правобережну.
ParlaMint-UA_2016-05-17-m1.u56.p6.sent2	Колеги, ви вже доділилися Україну, ви знову хочете тільки ділити Донбас на окупований та не окупований.
ParlaMint-UA_2016-05-17-m1.u56.p6.sent3	Це – Україна!
ParlaMint-UA_2016-05-17-m1.u56.p6.sent4	Голосуйте за відновлення, за і інтеграцію, це – ваш обов’язок, це та земля, яка дала вам народження.
ParlaMint-UA_2016-05-17-m1.u56.p6.sent5	І от її треба звільнити від загарбників, повернути, інтегрувати, і щоб там майоріли українські прапори, і щоб поширювалася там Конституція.
ParlaMint-UA_2016-05-17-m1.u56.p6.sent6	Ви сидите в українській сесійній залі українського парламенту, Верховної Ради, в Києві, українська армія захистила вас, ваше життя.
ParlaMint-UA_2016-05-17-m1.u56.p6.sent7	Поставтесь відповідально до своєї Батьківщини, малої Батьківщини, проголосуйте цей законопроект!
ParlaMint-UA_2016-05-17-m1.u56.p6.sent8	Інакше це саботаж, це політичний цинізм.
ParlaMint-UA_2016-05-17-m1.u56.p6.sent9	Дякую.
ParlaMint-UA_2016-05-17-m1.u57.p1.sent1	Дякуємо.
